notOutlier_Alive,notOutlier_Death,notOutlier_survival_rate,outlier_Alive,outlier_Death,outlier_survival_rate,seq_survival_rate,support,total_patients,fisherScore,seq,,semantic
491.0,209.0,0.70143,17.0,895.0,0.01864,0.31514,1612,14472,0.01278619218188293,1129625 -1 -2,'Diphenhydramine' -1 -2 
729.0,396.0,0.648,62.0,1203.0,0.04901,0.33096,2390,14472,0.011838739497822232,19055720 -1 -2,'HEPARIN, BEEF' -1 -2 
463.0,227.0,0.67101,30.0,836.0,0.03464,0.31684,1556,14472,0.010861516085706777,19136030 -1 -2,'Saline Solution, Hypertonic' -1 -2 
451.0,194.0,0.69922,31.0,781.0,0.03818,0.33082,1457,14472,0.010190258383553029,1125315 -1791967 -1 -2,'Acetaminophen' -1791967 -1 -2 
563.0,199.0,0.73885,44.0,828.0,0.05046,0.37148,1634,14472,0.008154449063319554,956874 -11742253 -1 -2,'Furosemide' -11742253 -1 -2 
714.0,238.0,0.75,36.0,964.0,0.036,0.38422,1952,14472,0.006833700217810599,1125315 -11000560 -1 -2,'Acetaminophen' -11000560 -1 -2 
550.0,174.0,0.75967,42.0,765.0,0.05204,0.38668,1531,14472,0.006790266834141677,19049105 -11742253 -1 -2,'Potassium Chloride' -11742253 -1 -2 
534.0,184.0,0.74373,35.0,756.0,0.04425,0.37707,1509,14472,0.006350578290962208,922570 -1 -2,'Nystatin' -1 -2 
617.0,228.0,0.73018,39.0,859.0,0.04343,0.37636,1743,14472,0.00634382756480721,1112921 -1 -2,'Ipratropium' -1 -2 
591.0,203.0,0.74433,33.0,822.0,0.0386,0.37841,1649,14472,0.006335248892869416,1174888 -11000560 -1 -2,'Hydrocodone' -11000560 -1 -2 
686.0,153.0,0.81764,25.0,866.0,0.02806,0.41098,1730,14472,0.006268801569776612,1754994 -1 -2,'Fluconazole' -1 -2 
588.0,168.0,0.77778,39.0,777.0,0.04779,0.39885,1572,14472,0.006066806506263944,1742253 -119049105 -1 -2,'Levofloxacin' -119049105 -1 -2 
611.0,210.0,0.74421,38.0,830.0,0.04378,0.38425,1689,14472,0.0059703318606661145,1742253 -1956874 -1 -2,'Levofloxacin' -1956874 -1 -2 
1061.0,247.0,0.81116,69.0,1185.0,0.05502,0.44106,2562,14472,0.005692685884665188,956874 -119049105 -1 -2,'Furosemide' -119049105 -1 -2 
608.0,219.0,0.73519,43.0,817.0,0.05,0.38589,1687,14472,0.005496262932354244,1742253 -11742253 -1 -2,'Levofloxacin' -11742253 -1 -2 
