Outlier_Predict_Alive,outlier_Death,outlier_Predict_Death,Outlier_Alive,support,total_patients,fisherScore,seq,semantic
0.0,0.0,129.0,0.0,129,580,0.0,1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 -2 
0.0,0.0,162.0,0.0,162,580,0.0,1125315 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 -2 
0.0,0.0,197.0,0.0,197,580,0.0,956874 -1  -2 ,'Furosemide' -1 -2 
0.0,0.0,119.0,0.0,119,580,0.0,1000560 -1  -2 ,'Ondansetron' -1 -2 
0.0,0.0,128.0,0.0,128,580,0.0,1154343 -1  -2 ,'Albuterol' -1 -2 
0.0,0.0,134.0,0.0,134,580,0.0,1307046 -1  -2 ,'Metoprolol' -1 -2 
0.0,0.0,122.0,0.0,122,580,0.0,1713332 -1  -2 ,'Amoxicillin' -1 -2 
0.0,0.0,120.0,0.0,120,580,0.0,1742253 -1  -2 ,'Levofloxacin' -1 -2 
0.0,0.0,143.0,0.0,143,580,0.0,19049105 -1  -2 ,'Potassium Chloride' -1 -2 
0.0,0.0,177.0,0.0,177,580,0.0,19121608 -1  -2 ,'Influenza virus vaccine' -1 -2 
