Outlier_Predict_Alive,outlier_Death,outlier_Predict_Death,Outlier_Alive,support,total_patients,fisherScore,seq,semantic
0.0,0.0,81.0,0.0,81,580,0.0,1125315 1174888 -1 1125315 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
0.0,0.0,70.0,0.0,70,580,0.0,1125315 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
0.0,0.0,64.0,0.0,64,580,0.0,1125315 -1 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
0.0,0.0,63.0,0.0,63,580,0.0,1125315 -1 1125315 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
0.0,0.0,68.0,0.0,68,580,0.0,708298 1154029 -1  -2 ,'Midazolam' 'Fentanyl' -1 -2 
0.0,0.0,76.0,0.0,76,580,0.0,956874 -1 956874 -1  -2 ,'Furosemide' -1 'Furosemide' -1 -2 
0.0,0.0,65.0,0.0,65,580,0.0,1125315 -1 956874 -1  -2 ,'Acetaminophen' -1 'Furosemide' -1 -2 
0.0,0.0,87.0,0.0,87,580,0.0,956874 -1 1125315 -1  -2 ,'Furosemide' -1 'Acetaminophen' -1 -2 
0.0,0.0,66.0,0.0,66,580,0.0,956874 -1 1174888 -1  -2 ,'Furosemide' -1 'Hydrocodone' -1 -2 
0.0,0.0,60.0,0.0,60,580,0.0,1154343 -1 1125315 -1  -2 ,'Albuterol' -1 'Acetaminophen' -1 -2 
0.0,0.0,62.0,0.0,62,580,0.0,1713332 -1 1125315 -1  -2 ,'Amoxicillin' -1 'Acetaminophen' -1 -2 
0.0,0.0,64.0,0.0,64,580,0.0,1125315 -1 1713332 -1  -2 ,'Acetaminophen' -1 'Amoxicillin' -1 -2 
0.0,0.0,66.0,0.0,66,580,0.0,1742253 -1 1125315 -1  -2 ,'Levofloxacin' -1 'Acetaminophen' -1 -2 
0.0,0.0,59.0,0.0,59,580,0.0,1713332 1759842 -1  -2 ,'Amoxicillin' 'Clavulanate' -1 -2 
0.0,0.0,93.0,0.0,93,580,0.0,1705674 1836430 -1  -2 ,'Trimethoprim' 'Sulfamethoxazole' -1 -2 
0.0,0.0,67.0,0.0,67,580,0.0,19049105 -1 1125315 -1  -2 ,'Potassium Chloride' -1 'Acetaminophen' -1 -2 
0.0,0.0,59.0,0.0,59,580,0.0,1125315 -1 19121608 -1  -2 ,'Acetaminophen' -1 'Influenza virus vaccine' -1 -2 
0.0,0.0,71.0,0.0,71,580,0.0,791967 -1  -2 ,'Lorazepam' -1 -2 
0.0,0.0,69.0,0.0,69,580,0.0,797399 -1  -2 ,'gabapentin' -1 -2 
0.0,0.0,83.0,0.0,83,580,0.0,903963 -1  -2 ,'Triamcinolone' -1 -2 
0.0,0.0,66.0,0.0,66,580,0.0,906780 -1  -2 ,'Metoclopramide' -1 -2 
0.0,0.0,62.0,0.0,62,580,0.0,923645 -1  -2 ,'Omeprazole' -1 -2 
0.0,0.0,80.0,0.0,80,580,0.0,948078 -1  -2 ,'pantoprazole' -1 -2 
