Outlier_Predict_Alive,outlier_Death,outlier_Predict_Death,Outlier_Alive,support,total_patients,fisherScore,seq,semantic
0.0,0.0,5.0,0.0,5,42,0.0,1125315 -1 1786621 -1 1125315 1174888 -1 1125315 -1 1125315 -1 1797513 -1 1125315 1174888 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Cephalexin' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Ciprofloxacin' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 -2 
0.0,0.0,5.0,0.0,5,42,0.0,1125315 -1 1125315 1174888 -1 1125315 -1 1125315 -1 1797513 -1 1502905 -1 1125315 1174888 -1 1502905 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Ciprofloxacin' -1 'Insulin. Glargine. Human' -1 'Acetaminophen' 'Hydrocodone' -1 'Insulin. Glargine. Human' -1 -2 
0.0,0.0,5.0,0.0,5,42,0.0,1125315 -1 1125315 -1 1125315 -1 1125315 -1 1125315 1174888 -1 1125315 -1 1125315 -1 1154029 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Fentanyl' -1 -2 
0.0,0.0,5.0,0.0,5,42,0.0,1125315 -1 1125315 -1 1125315 -1 1174888 -1 1125315 -1 1125315 1174888 -1 1125315 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
0.0,0.0,5.0,0.0,5,42,0.0,1125315 1174888 -1 1125315 -1 1125315 -1 1125315 1174888 -1 1786621 -1 1125315 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Cephalexin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
0.0,0.0,5.0,0.0,5,42,0.0,956874 -1 1539403 -1 1125315 -1 1125315 -1 1174888 -1 956874 -1 1797513 -1 1125315 1174888 -1  -2 ,'Furosemide' -1 'Simvastatin' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Furosemide' -1 'Ciprofloxacin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
0.0,0.0,5.0,0.0,5,42,0.0,1125315 -1 1797513 -1 1125315 -1 1125315 1174888 -1 1125315 -1 1174888 -1 1797513 -1 1154029 -1  -2 ,'Acetaminophen' -1 'Ciprofloxacin' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Ciprofloxacin' -1 'Fentanyl' -1 -2 
0.0,0.0,5.0,0.0,5,42,0.0,1125315 1174888 -1 1705674 1836430 -1 1125315 1174888 -1 1797513 -1 1125315 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Trimethoprim' 'Sulfamethoxazole' -1 'Acetaminophen' 'Hydrocodone' -1 'Ciprofloxacin' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
0.0,0.0,5.0,0.0,5,42,0.0,1125315 -1 1797513 -1 939506 967823 986417 19049105 -1 1125315 1174888 -1 1154029 -1  -2 ,'Acetaminophen' -1 'Ciprofloxacin' -1 'Sodium Bicarbonate' 'Sodium Chloride' 'POLYETHYLENE GLYCOL 3350' 'Potassium Chloride' -1 'Acetaminophen' 'Hydrocodone' -1 'Fentanyl' -1 -2 
0.0,0.0,5.0,0.0,5,42,0.0,1174888 -1 1174888 -1 1539403 -1 1125315 -1 1125315 1174888 -1 1124957 -1 1125315 -1  -2 ,'Hydrocodone' -1 'Hydrocodone' -1 'Simvastatin' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Oxycodone' -1 'Acetaminophen' -1 -2 
0.0,0.0,5.0,0.0,5,42,0.0,1125315 -1 1125315 -1 1125315 -1 1125315 -1 956874 -1 1502905 -1 1174888 -1 1502905 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Furosemide' -1 'Insulin. Glargine. Human' -1 'Hydrocodone' -1 'Insulin. Glargine. Human' -1 -2 
