notOutlier_Alive,notOutlier_Death,notOutlier_survival_rate,outlier_Alive,outlier_Death,outlier_survival_rate,seq_survival_rate,support,total_patients,fisherScore,seq,semantic
345.0,572.0,0.37623,409.0,0.0,1,0.56863,1326,9110,0.011184158737444638,1734104 -11734104 -1 -2,'Azithromycin' -11734104 -1 -2 
264.0,420.0,0.38596,313.0,0.0,1,0.57874,997,9110,0.008932521853985291,1174888 -11125315 -11734104 -1 -2,'Hydrocodone' -11125315 -11734104 -1 -2 
279.0,571.0,0.32824,361.0,0.0,1,0.52849,1211,9110,0.008119577996282877,781039 -1 -2,'Alprazolam' -1 -2 
277.0,452.0,0.37997,321.0,0.0,1,0.56952,1050,9110,0.008080176085267123,1125315 -11174888 -11734104 -1 -2,'Acetaminophen' -11174888 -11734104 -1 -2 
310.0,497.0,0.38414,346.0,0.0,1,0.56895,1153,9110,0.008006112827246703,1125315 -11125315 -11734104 -1 -2,'Acetaminophen' -11125315 -11734104 -1 -2 
246.0,400.0,0.3808,290.0,0.0,1,0.57265,936,9110,0.0076946530099585506,1174888 -11174888 -11734104 -1 -2,'Hydrocodone' -11174888 -11734104 -1 -2 
270.0,433.0,0.38407,309.0,0.0,1,0.57213,1012,9110,0.007689821927555125,1125315 -1974166 -1 -2,'Acetaminophen' -1974166 -1 -2 
276.0,417.0,0.39827,305.0,0.0,1,0.58216,998,9110,0.007611558589554123,1136980 -1 -2,'Ketorolac' -1 -2 
245.0,416.0,0.37065,294.0,0.0,1,0.5644,955,9110,0.0075730470842668264,1125315 -1903963 -1 -2,'Acetaminophen' -1903963 -1 -2 
373.0,584.0,0.38976,389.0,0.0,1,0.56612,1346,9110,0.0074617315683476815,1125315 1174888 -11734104 -1 -2,'Acetaminophen' 'Hydrocodone' -11734104 -1 -2 
199.0,468.0,0.29835,293.0,0.0,1,0.5125,960,9110,0.007226305658065974,1797513 -11125315 1174888 -1 -2,'Ciprofloxacin' -11125315 'Hydrocodone' -1 -2 
285.0,433.0,0.39694,309.0,0.0,1,0.57838,1027,9110,0.00713152881204798,1506270 -11506270 -1 -2,'Methylprednisolone' -11506270 -1 -2 
295.0,448.0,0.39704,316.0,0.0,1,0.57696,1059,9110,0.007002916373049007,974166 -1974166 -1 -2,'Hydrochlorothiazide' -1974166 -1 -2 
237.0,421.0,0.36018,286.0,0.0,1,0.55403,944,9110,0.00677355481158998,903963 -11125315 -1 -2,'Triamcinolone' -11125315 -1 -2 
337.0,510.0,0.39787,345.0,0.0,1,0.57215,1192,9110,0.0065396246497263525,1713332 -11734104 -1 -2,'Amoxicillin' -11734104 -1 -2 
281.0,505.0,0.35751,325.0,0.0,1,0.54545,1111,9110,0.006487007524355637,1125315 -11734104 -11125315 -1 -2,'Acetaminophen' -11734104 -11125315 -1 -2 
231.0,513.0,0.31048,309.0,0.0,1,0.51282,1053,9110,0.00623195379131376,1153013 -11125315 -1 -2,'Promethazine' -11125315 -1 -2 
247.0,507.0,0.32759,310.0,0.0,1,0.5235,1064,9110,0.00600767812682264,1734104 -11125315 -11125315 -1 -2,'Azithromycin' -11125315 -11125315 -1 -2 
231.0,443.0,0.34273,283.0,0.0,1,0.5371,957,9110,0.005887517475885598,1734104 -11174888 -11125315 -1 -2,'Azithromycin' -11174888 -11125315 -1 -2 
441.0,509.0,0.46421,370.0,0.0,1,0.61439,1320,9110,0.005843207360911343,19121608 -119121608 -1 -2,'Influenza virus vaccine' -119121608 -1 -2 
251.0,433.0,0.36696,285.0,0.0,1,0.55315,969,9110,0.005759781525374967,1174888 -11734104 -11125315 -1 -2,'Hydrocodone' -11734104 -11125315 -1 -2 
208.0,461.0,0.31091,279.0,0.0,1,0.51371,948,9110,0.005643439899174587,1153013 -11174888 -1 -2,'Promethazine' -11174888 -1 -2 
171.0,491.0,0.25831,276.0,0.0,1,0.47655,938,9110,0.005569040929001728,1734104 -11154343 -1 -2,'Azithromycin' -11154343 -1 -2 
248.0,461.0,0.34979,289.0,0.0,1,0.53808,998,9110,0.005357116089128058,1125315 -11734104 -11174888 -1 -2,'Acetaminophen' -11734104 -11174888 -1 -2 
227.0,430.0,0.34551,271.0,0.0,1,0.53664,928,9110,0.005229662846590253,1125315 -11103314 -1 -2,'Acetaminophen' -11103314 -1 -2 
226.0,468.0,0.32565,280.0,0.0,1,0.51951,974,9110,0.0049531795713363,974166 -11125315 1174888 -1 -2,'Hydrochlorothiazide' -11125315 'Hydrocodone' -1 -2 
333.0,591.0,0.36039,351.0,0.0,1,0.53647,1275,9110,0.004880665841099769,1734104 -11125315 1174888 -1 -2,'Azithromycin' -11125315 'Hydrocodone' -1 -2 
255.0,414.0,0.38117,268.0,0.0,1,0.55816,937,9110,0.004574841554905287,1125315 -11125315 -11506270 -1 -2,'Acetaminophen' -11125315 -11506270 -1 -2 
270.0,538.0,0.33416,311.0,0.0,1,0.51921,1119,9110,0.0045210172819635215,1201620 -11125315 -1 -2,'Codeine' -11125315 -1 -2 
194.0,475.0,0.28999,267.0,0.0,1,0.49252,936,9110,0.004482835228138541,1125315 -11125315 -11797513 -1 -2,'Acetaminophen' -11125315 -11797513 -1 -2 
238.0,530.0,0.3099,298.0,0.0,1,0.50281,1066,9110,0.004472160563672326,1125315 1174888 -11797513 -1 -2,'Acetaminophen' 'Hydrocodone' -11797513 -1 -2 
278.0,430.0,0.39266,276.0,0.0,1,0.56301,984,9110,0.0041894890304368685,1506270 -11125315 1174888 -1 -2,'Methylprednisolone' -11125315 'Hydrocodone' -1 -2 
189.0,464.0,0.28943,258.0,0.0,1,0.49067,911,9110,0.004127512998523772,1125315 -11797513 -11125315 -1 -2,'Acetaminophen' -11797513 -11125315 -1 -2 
327.0,514.0,0.38882,314.0,0.0,1,0.55498,1155,9110,0.003933161649863556,1734104 -11713332 -1 -2,'Azithromycin' -11713332 -1 -2 
335.0,396.0,0.45828,280.0,0.0,1,0.60831,1011,9110,0.003920293373399693,1734104 -11307046 -1 -2,'Azithromycin' -11307046 -1 -2 
207.0,537.0,0.27823,284.0,0.0,1,0.47763,1028,9110,0.003917944536477188,1125315 -11705674 1836430 -1 -2,'Acetaminophen' -11705674 'Sulfamethoxazole' -1 -2 
173.0,494.0,0.25937,260.0,0.0,1,0.4671,927,9110,0.003916874643143483,1705674 1836430 -11125315 -1 -2,'Trimethoprim' 'Sulfamethoxazole' -11125315 -1 -2 
351.0,521.0,0.40252,323.0,0.0,1,0.56402,1195,9110,0.003898777058919918,778711 -1 -2,'cyclobenzaprine' -1 -2 
296.0,531.0,0.35792,308.0,0.0,1,0.53216,1135,9110,0.003797461594119857,1125315 -11201620 -1 -2,'Acetaminophen' -11201620 -1 -2 
188.0,474.0,0.28399,257.0,0.0,1,0.48422,919,9110,0.003794144921052991,1125315 1174888 -11153013 -1 -2,'Acetaminophen' 'Hydrocodone' -11153013 -1 -2 
297.0,452.0,0.39653,284.0,0.0,1,0.56244,1033,9110,0.003791508409331766,1125315 1174888 -11506270 -1 -2,'Acetaminophen' 'Hydrocodone' -11506270 -1 -2 
186.0,470.0,0.28354,255.0,0.0,1,0.48408,911,9110,0.0037838390453429466,1174888 -11705674 -1 -2,'Hydrocodone' -11705674 -1 -2 
169.0,572.0,0.22807,281.0,0.0,1,0.44031,1022,9110,0.003748427006305135,1154343 -11154343 -1 -2,'Albuterol' -11154343 -1 -2 
227.0,641.0,0.26152,319.0,0.0,1,0.45998,1187,9110,0.0036853437575414282,1154343 -11125315 -1 -2,'Albuterol' -11125315 -1 -2 
260.0,446.0,0.36827,268.0,0.0,1,0.54209,974,9110,0.0035714496772526467,1713332 -11125315 -11713332 -1 -2,'Amoxicillin' -11125315 -11713332 -1 -2 
243.0,483.0,0.33471,274.0,0.0,1,0.517,1000,9110,0.003557632420032218,997881 -1 -2,'Clindamycin' -1 -2 
323.0,571.0,0.3613,324.0,0.0,1,0.5312,1218,9110,0.0034745335827988224,1163944 -1 -2,'Guaifenesin' -1 -2 
211.0,448.0,0.32018,252.0,0.0,1,0.50823,911,9110,0.003455262877252852,1125315 -11125315 -11125315 -11174888 -11125315 -1 -2,'Acetaminophen' -11125315 -11125315 -11174888 -11125315 -1 -2 
196.0,578.0,0.25323,286.0,0.0,1,0.45472,1060,9110,0.0033481467075578497,1154343 -11174888 -1 -2,'Albuterol' -11174888 -1 -2 
239.0,487.0,0.3292,271.0,0.0,1,0.51153,997,9110,0.0033223612176951603,1201620 -11174888 -1 -2,'Codeine' -11174888 -1 -2 
255.0,453.0,0.36017,265.0,0.0,1,0.53443,973,9110,0.0032853675286875095,1125315 -11125315 -119121608 -1 -2,'Acetaminophen' -11125315 -119121608 -1 -2 
256.0,461.0,0.35704,265.0,0.0,1,0.53055,982,9110,0.003075578099640465,1713332 -11713332 -11125315 -1 -2,'Amoxicillin' -11713332 -11125315 -1 -2 
365.0,752.0,0.32677,384.0,0.0,1,0.499,1501,9110,0.003071429189380631,1149380 -1 -2,'fluticasone' -1 -2 
318.0,496.0,0.39066,294.0,0.0,1,0.55235,1108,9110,0.0030476741531808398,1125315 1174888 -119121608 -1 -2,'Acetaminophen' 'Hydrocodone' -119121608 -1 -2 
245.0,462.0,0.34653,261.0,0.0,1,0.52273,968,9110,0.0030047782327843175,1174888 -11174888 -11125315 1174888 -11125315 -1 -2,'Hydrocodone' -11174888 -11125315 'Hydrocodone' -11125315 -1 -2 
244.0,507.0,0.3249,274.0,0.0,1,0.50537,1025,9110,0.002977323993146697,1125315 -11125315 -11125315 -11125315 -11125315 -1 -2,'Acetaminophen' -11125315 -11125315 -11125315 -11125315 -1 -2 
385.0,400.0,0.49045,283.0,0.0,1,0.62547,1068,9110,0.0028873569568592505,1125315 1174888 -11539403 -1 -2,'Acetaminophen' 'Hydrocodone' -11539403 -1 -2 
380.0,405.0,0.48408,283.0,0.0,1,0.62079,1068,9110,0.0028873569568592505,1307046 -11734104 -1 -2,'Metoprolol' -11734104 -1 -2 
226.0,443.0,0.33782,246.0,0.0,1,0.51585,915,9110,0.0027533635371357937,1713332 -11759842 -1 -2,'Amoxicillin' -11759842 -1 -2 
256.0,422.0,0.37758,248.0,0.0,1,0.54428,926,9110,0.0026997543956361033,1713332 -11125315 1174888 -11125315 -1 -2,'Amoxicillin' -11125315 'Hydrocodone' -11125315 -1 -2 
