notOutlier_Alive,notOutlier_Death,notOutlier_survival_rate,outlier_Alive,outlier_Death,outlier_survival_rate,seq_survival_rate,support,total_patients,fisherScore,seq,,semantic
919.0,61.0,0.93776,13.0,264.0,0.04693,0.74145,1257,9110,0.009416726987455146,1307046 1322184 -1 -2,'Metoprolol' 'clopidogrel' -1 -2 
789.0,139.0,0.85022,17.0,262.0,0.06093,0.66777,1207,9110,0.007348542973239506,1322184 -11361711 -1 -2,'clopidogrel' -11361711 -1 -2 
773.0,125.0,0.8608,20.0,248.0,0.07463,0.6801,1166,9110,0.00724157470578636,1307046 -11361711 -1 -2,'Metoprolol' -11361711 -1 -2 
727.0,139.0,0.83949,23.0,240.0,0.08745,0.6643,1129,9110,0.006566049575455042,1361711 -11361711 -1 -2,'Nitroglycerin' -11361711 -1 -2 
629.0,99.0,0.86401,20.0,196.0,0.09259,0.6875,944,9110,0.005808476140199186,1322184 -11539403 -1 -2,'clopidogrel' -11539403 -1 -2 
594.0,119.0,0.8331,21.0,189.0,0.1,0.66631,923,9110,0.005804636733412909,1308216 -11322184 -1 -2,'Lisinopril' -11322184 -1 -2 
479.0,184.0,0.72247,18.0,470.0,0.03689,0.4318,1151,9110,0.005260168230230297,1125315 -11518254 -1 -2,'Acetaminophen' -11518254 -1 -2 
661.0,161.0,0.80414,20.0,242.0,0.07634,0.62823,1084,9110,0.005226025956634232,1125315 1174888 -11361711 -1 -2,'Acetaminophen' 'Hydrocodone' -11361711 -1 -2 
651.0,131.0,0.83248,24.0,225.0,0.09639,0.6547,1031,9110,0.004956259993914897,1307046 -11539403 -1 -2,'Metoprolol' -11539403 -1 -2 
732.0,135.0,0.84429,20.0,266.0,0.06993,0.65221,1153,9110,0.004861996228215745,1322184 -11307046 -1 -2,'clopidogrel' -11307046 -1 -2 
727.0,146.0,0.83276,31.0,258.0,0.10727,0.65232,1162,9110,0.004830450188190752,1307046 -11322184 -1 -2,'Metoprolol' -11322184 -1 -2 
448.0,212.0,0.67879,30.0,449.0,0.06263,0.41967,1139,9110,0.0048050210282898015,1125315 -11000560 -1 -2,'Acetaminophen' -11000560 -1 -2 
606.0,115.0,0.8405,29.0,197.0,0.12832,0.67054,947,9110,0.004787472011685868,1539403 -11322184 -1 -2,'Simvastatin' -11322184 -1 -2 
739.0,176.0,0.80765,29.0,280.0,0.09385,0.62745,1224,9110,0.004688680123295159,1125315 1174888 -11322184 -1 -2,'Acetaminophen' 'Hydrocodone' -11322184 -1 -2 
731.0,155.0,0.82506,30.0,267.0,0.10101,0.64328,1183,9110,0.004663073887785931,1322184 -11322184 -1 -2,'clopidogrel' -11322184 -1 -2 
630.0,142.0,0.81606,17.0,232.0,0.06827,0.63369,1021,9110,0.004653824847876071,1322184 -11713332 -1 -2,'clopidogrel' -11713332 -1 -2 
621.0,95.0,0.86732,17.0,209.0,0.07522,0.67728,942,9110,0.004633281882750655,1510813 -1 -2,'rosuvastatin' -1 -2 
728.0,171.0,0.80979,20.0,285.0,0.06557,0.62126,1204,9110,0.004502081847092435,1322184 -11125315 1174888 -1 -2,'clopidogrel' -11125315 'Hydrocodone' -1 -2 
808.0,158.0,0.83644,30.0,305.0,0.08955,0.64412,1301,9110,0.004430171548018065,1539403 -11539403 -1 -2,'Simvastatin' -11539403 -1 -2 
751.0,164.0,0.82077,25.0,288.0,0.07987,0.63192,1228,9110,0.004429207894562881,1125315 -11545958 -1 -2,'Acetaminophen' -11545958 -1 -2 
640.0,131.0,0.83009,21.0,233.0,0.08268,0.64488,1025,9110,0.004275402426980545,1174888 -11545958 -1 -2,'Hydrocodone' -11545958 -1 -2 
500.0,270.0,0.64935,27.0,499.0,0.05133,0.40664,1296,9110,0.0038373831967793075,791967 -1 -2,'Lorazepam' -1 -2 
596.0,146.0,0.80323,20.0,232.0,0.07937,0.61972,994,9110,0.003599652800377432,1361711 -11125315 1174888 -1 -2,'Nitroglycerin' -11125315 'Hydrocodone' -1 -2 
381.0,192.0,0.66492,29.0,377.0,0.07143,0.41879,979,9110,0.0035152005889025075,1174888 -11000560 -1 -2,'Hydrocodone' -11000560 -1 -2 
668.0,114.0,0.85422,24.0,247.0,0.08856,0.65717,1053,9110,0.003484200010642515,1539403 -11307046 -1 -2,'Simvastatin' -11307046 -1 -2 
578.0,136.0,0.80952,19.0,226.0,0.07755,0.62252,959,9110,0.003291662104766033,1713332 -11322184 -1 -2,'Amoxicillin' -11322184 -1 -2 
409.0,167.0,0.71007,15.0,388.0,0.03722,0.43309,979,9110,0.0032516922444953997,1174888 -11518254 -1 -2,'Hydrocodone' -11518254 -1 -2 
636.0,144.0,0.81538,25.0,250.0,0.09091,0.62654,1055,9110,0.003197167572204027,1308216 -11307046 -1 -2,'Lisinopril' -11307046 -1 -2 
591.0,117.0,0.83475,16.0,230.0,0.06504,0.63627,954,9110,0.0030764966569536666,1545958 -11307046 -1 -2,'atorvastatin' -11307046 -1 -2 
641.0,145.0,0.81552,22.0,260.0,0.07801,0.62079,1068,9110,0.0029499735534697495,1307046 -11734104 -1 -2,'Metoprolol' -11734104 -1 -2 
599.0,140.0,0.81055,27.0,237.0,0.10227,0.62413,1003,9110,0.0028135686802321647,1307046 -119121608 -1 -2,'Metoprolol' -119121608 -1 -2 
633.0,150.0,0.80843,35.0,250.0,0.12281,0.62547,1068,9110,0.0027179971702202895,1125315 1174888 -11539403 -1 -2,'Acetaminophen' 'Hydrocodone' -11539403 -1 -2 
599.0,151.0,0.79867,20.0,253.0,0.07326,0.60508,1023,9110,0.0025880194423322463,1526475 -1 -2,'ezetimibe' -1 -2 
771.0,232.0,0.76869,33.0,353.0,0.08549,0.57883,1389,9110,0.002573690271826932,1125315 1174888 -11307046 -1 -2,'Acetaminophen' 'Hydrocodone' -11307046 -1 -2 
326.0,260.0,0.55631,27.0,368.0,0.06835,0.35984,981,9110,0.002543870793133876,906780 -1 -2,'Metoclopramide' -1 -2 
773.0,180.0,0.81112,38.0,329.0,0.10354,0.61439,1320,9110,0.002412397535186821,19121608 -119121608 -1 -2,'Influenza virus vaccine' -119121608 -1 -2 
607.0,136.0,0.81696,34.0,240.0,0.12409,0.63029,1017,9110,0.002378976565273453,1307046 -11308216 -1 -2,'Metoprolol' -11308216 -1 -2 
651.0,174.0,0.78909,23.0,289.0,0.07372,0.59279,1137,9110,0.0023001898688940164,1713332 -11307046 -1 -2,'Amoxicillin' -11307046 -1 -2 
678.0,173.0,0.79671,25.0,301.0,0.07669,0.59728,1177,9110,0.0021918160329010175,1307046 -11713332 -1 -2,'Metoprolol' -11713332 -1 -2 
584.0,134.0,0.81337,22.0,245.0,0.0824,0.61523,985,9110,0.0021795408320816243,1307046 -11307046 -11307046 -1 -2,'Metoprolol' -11307046 -11307046 -1 -2 
663.0,142.0,0.8236,21.0,285.0,0.06863,0.61566,1111,9110,0.0021641823473232224,1545958 -11545958 -1 -2,'atorvastatin' -11545958 -1 -2 
671.0,158.0,0.80941,34.0,283.0,0.10726,0.61518,1146,9110,0.0021525829795931554,1539403 -11125315 1174888 -1 -2,'Simvastatin' -11125315 'Hydrocodone' -1 -2 
431.0,166.0,0.72194,17.0,371.0,0.04381,0.45482,985,9110,0.0019428934908912907,1518254 -11125315 -1 -2,'Dexamethasone' -11125315 -1 -2 
643.0,189.0,0.77284,34.0,290.0,0.10494,0.58564,1156,9110,0.0019060885313206728,1125315 1174888 -11308216 -1 -2,'Acetaminophen' 'Hydrocodone' -11308216 -1 -2 
701.0,203.0,0.77544,41.0,317.0,0.11453,0.58796,1262,9110,0.0018515349350648309,1308216 -11308216 -1 -2,'Lisinopril' -11308216 -1 -2 
364.0,210.0,0.63415,33.0,339.0,0.08871,0.41966,946,9110,0.0018151018328768753,1125315 -11125315 -11742253 -1 -2,'Acetaminophen' -11125315 -11742253 -1 -2 
529.0,145.0,0.78487,16.0,241.0,0.06226,0.58539,931,9110,0.0017357191777496838,1322184 -11125315 -11125315 -1 -2,'clopidogrel' -11125315 -11125315 -1 -2 
526.0,158.0,0.76901,26.0,237.0,0.09886,0.58289,947,9110,0.0016687260003857044,1308216 -11713332 -1 -2,'Lisinopril' -11713332 -1 -2 
534.0,143.0,0.78877,28.0,232.0,0.10769,0.59979,937,9110,0.0016629780398974019,1713332 -11308216 -1 -2,'Amoxicillin' -11308216 -1 -2 
