Outlier_Predict_Alive,outlier_Death,outlier_Predict_Death,Outlier_Alive,support,total_patients,fisherScore,seq,semantic
0.0,0.0,15.0,0.0,15,74,0.0,1125315 1174888 -1 1125315 -1 1125315 1174888 -1 1125315 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
0.0,0.0,15.0,0.0,15,74,0.0,1125315 1174888 -1 1125315 1174888 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
0.0,0.0,16.0,0.0,16,74,0.0,1125315 1174888 -1 1125315 1174888 -1 1125315 1174888 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
0.0,0.0,17.0,0.0,17,74,0.0,1125315 -1 1125315 -1 1125315 -1 1125315 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
0.0,0.0,16.0,0.0,16,74,0.0,1125315 -1 1125315 -1 1125315 -1 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
0.0,0.0,17.0,0.0,17,74,0.0,1125315 -1 1125315 -1 1125315 -1 1125315 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
0.0,0.0,17.0,0.0,17,74,0.0,1125315 -1 1174888 -1 1125315 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
0.0,0.0,17.0,0.0,17,74,0.0,1125315 -1 1125315 -1 1174888 -1 1125315 -1 1174888 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Hydrocodone' -1 'Acetaminophen' -1 'Hydrocodone' -1 -2 
0.0,0.0,15.0,0.0,15,74,0.0,1125315 -1 1125315 1174888 -1 1174888 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 'Hydrocodone' -1 'Acetaminophen' -1 -2 
0.0,0.0,16.0,0.0,16,74,0.0,956874 -1 956874 -1 1125315 -1 1125315 -1  -2 ,'Furosemide' -1 'Furosemide' -1 'Acetaminophen' -1 'Acetaminophen' -1 -2 
0.0,0.0,16.0,0.0,16,74,0.0,956874 -1 1125315 -1 956874 -1 1125315 -1  -2 ,'Furosemide' -1 'Acetaminophen' -1 'Furosemide' -1 'Acetaminophen' -1 -2 
0.0,0.0,16.0,0.0,16,74,0.0,956874 -1 956874 -1 1125315 1174888 -1  -2 ,'Furosemide' -1 'Furosemide' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
0.0,0.0,15.0,0.0,15,74,0.0,1125315 -1 1125315 -1 956874 -1 1125315 -1  -2 ,'Acetaminophen' -1 'Acetaminophen' -1 'Furosemide' -1 'Acetaminophen' -1 -2 
0.0,0.0,16.0,0.0,16,74,0.0,956874 -1 1125315 1174888 -1 1125315 -1  -2 ,'Furosemide' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
0.0,0.0,15.0,0.0,15,74,0.0,1125315 1174888 -1 1125315 -1 956874 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 'Furosemide' -1 -2 
0.0,0.0,16.0,0.0,16,74,0.0,1125315 1174888 -1 956874 -1 1125315 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Furosemide' -1 'Acetaminophen' -1 -2 
0.0,0.0,16.0,0.0,16,74,0.0,974166 -1 1125315 1174888 -1 1125315 -1  -2 ,'Hydrochlorothiazide' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
0.0,0.0,15.0,0.0,15,74,0.0,974166 -1 1125315 -1 1125315 1174888 -1  -2 ,'Hydrochlorothiazide' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
0.0,0.0,15.0,0.0,15,74,0.0,1307046 -1 1125315 1174888 -1 1125315 -1  -2 ,'Metoprolol' -1 'Acetaminophen' 'Hydrocodone' -1 'Acetaminophen' -1 -2 
0.0,0.0,17.0,0.0,17,74,0.0,1539403 -1 1125315 -1 1125315 1174888 -1  -2 ,'Simvastatin' -1 'Acetaminophen' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
0.0,0.0,16.0,0.0,16,74,0.0,956874 -1 956874 -1 956874 -1  -2 ,'Furosemide' -1 'Furosemide' -1 'Furosemide' -1 -2 
0.0,0.0,17.0,0.0,17,74,0.0,1125315 -1 956874 -1 956874 -1  -2 ,'Acetaminophen' -1 'Furosemide' -1 'Furosemide' -1 -2 
0.0,0.0,15.0,0.0,15,74,0.0,1125315 -1 1174888 -1 1124957 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Oxycodone' -1 -2 
0.0,0.0,16.0,0.0,16,74,0.0,1125315 -1 1174888 -1 1154343 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'Albuterol' -1 -2 
0.0,0.0,15.0,0.0,15,74,0.0,1125315 -1 1174888 -1 1322184 -1  -2 ,'Acetaminophen' -1 'Hydrocodone' -1 'clopidogrel' -1 -2 
0.0,0.0,17.0,0.0,17,74,0.0,1125315 -1 19121608 -1 19121608 -1  -2 ,'Acetaminophen' -1 'Influenza virus vaccine' -1 'Influenza virus vaccine' -1 -2 
0.0,0.0,15.0,0.0,15,74,0.0,1154029 -1 708298 -1  -2 ,'Fentanyl' -1 'Midazolam' -1 -2 
0.0,0.0,19.0,0.0,19,74,0.0,708298 1154029 -1  -2 ,'Midazolam' 'Fentanyl' -1 -2 
0.0,0.0,17.0,0.0,17,74,0.0,1307046 -1 956874 -1  -2 ,'Metoprolol' -1 'Furosemide' -1 -2 
0.0,0.0,18.0,0.0,18,74,0.0,956874 -1 1742253 -1  -2 ,'Furosemide' -1 'Levofloxacin' -1 -2 
0.0,0.0,18.0,0.0,18,74,0.0,19121608 -1 956874 -1  -2 ,'Influenza virus vaccine' -1 'Furosemide' -1 -2 
0.0,0.0,16.0,0.0,16,74,0.0,19001311 -1 19001311 -1  -2 ,'epoetin beta' -1 'epoetin beta' -1 -2 
0.0,0.0,20.0,0.0,20,74,0.0,586413 -1  -2 ,'pneumococcal polysaccharides (23)' -1 -2 
0.0,0.0,18.0,0.0,18,74,0.0,744740 -1  -2 ,'zolpidem' -1 -2 
0.0,0.0,15.0,0.0,15,74,0.0,791967 -1  -2 ,'Lorazepam' -1 -2 
0.0,0.0,29.0,0.0,29,74,0.0,1000560 -1  -2 ,'Ondansetron' -1 -2 
